Healthcare Practitioner {0} not available on {1},Healthcare Practitioner {0} not available on {1},
Healthcare Schedule Time Slot,Healthcare Schedule Time Slot,
Healthcare Service,Healthcare Service,
Healthcare Service Insurance Coverage,Healthcare Service Insurance Coverage,
Healthcare Service Items,Healthcare Service Items,
Healthcare Service Template,Healthcare Serviceテンプレート,
Healthcare Service Unit,診療部門,
Healthcare Service Unit Tree,Healthcare Service Unit Tree,
Healthcare Service Unit Type,Healthcare Service Unit種類,
Healthcare Service Unit Type cannot have both {0} and {1},Healthcare Service Unit Type cannot have both {0} and {1},
Healthcare Service Unit Type must allow atleast one among {0} and {1},Healthcare Service Unit Type must allow atleast one among {0} and {1},
Healthcare Services,Healthcare Services,
Healthcare Settings,Healthcare設定,
Heart Rate / Pulse,Heart Rate / Pulse,
Height (In Meter),Height (In Meter),
High Sensitivity,High Sensitivity,
Hold,Hold,
Home,ホーム,
Hospital,Hospital,
Hour,時間,
Hyper,Hyper,
ICD-10-CM (United States),ICD-10-CM (United States),
ICD-9-CM (clinical codes),ICD-9-CM (clinical codes),
ICD-9-CM (procedure codes),ICD-9-CM (procedure codes),
INS-CLAIM-.YYYY.-,INS-CLAIM-.YYYY.-,
INS-COV-.YYYY.-,INS-COV-.YYYY.-,
INS-PLCY-.YYYY.-,INS-PLCY-.YYYY.-,
Identification Number (UID),Identification Number (UID),
Identifies the level of importance to be assigned to actioning the request.,Identifies the level of importance to be assigned to actioning the request.,
"If ""Link Customer to Patient"" is checked in Healthcare Settings and an existing Customer is not selected then, a Customer will be created for this Patient for recording transactions in Accounts module.","If ""Link Customer to Patient"" is checked in Healthcare Settings and an existing Customer is not selected then, a Customer will be created for this Patient for recording transactions in Accounts module.",
"If checked, a customer will be created for every Patient. Patient Invoices will be created against this Customer. You can also select existing Customer while creating a Patient. This field is checked by default.","If checked, a customer will be created for every Patient. Patient Invoices will be created against this Customer. You can also select existing Customer while creating a Patient. This field is checked by default.",
"If checked, a customer will be created, mapped to Patient.
Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.","If checked, a customer will be created, mapped to Patient.
Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.",
"If enabled, diagnostic details tab will show on patient portal","If enabled, diagnostic details tab will show on patient portal",
"If this Healthcare Practitioner also works for the In-Patient Department, set the inpatient visit charge for this Practitioner.","If this Healthcare Practitioner also works for the In-Patient Department, set the inpatient visit charge for this Practitioner.",
"If this Healthcare Practitioner works for the In-Patient Department, create a service item for Inpatient Visits.","If this Healthcare Practitioner works for the In-Patient Department, create a service item for Inpatient Visits.",
"If you want to send SMS alert on Patient Registration, you can enable this option. Similary, you can set up Out Patient SMS alerts for other functionalities in this section. Click","If you want to send SMS alert on Patient Registration, you can enable this option. Similary, you can set up Out Patient SMS alerts for other functionalities in this section. Click",
"If you want to track Payroll and other HRMS operations for a Practitoner, create an Employee and link it here.","If you want to track Payroll and other HRMS operations for a Practitoner, create an Employee and link it here.",
"If you wish to override default accounts settings and configure the Income and Receivable accounts for Healthcare, you can do so here.","If you wish to override default accounts settings and configure the Income and Receivable accounts for Healthcare, you can do so here.",
"If your Healthcare facility bills registrations of Patients, you can check this and set the Registration Fee in the field below. Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.","If your Healthcare facility bills registrations of Patients, you can check this and set the Registration Fee in the field below. Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.",
Image,画像,
Imaging,Imaging,
Imaging Toggle,Imaging Toggle,
Immutable,Immutable,
In Months,In Months,
In Process,In Process,
In Progress,In Progress,
In minutes,In minutes,
Income Account,Income Account,
Incomplete Services,Incomplete Services,
Indicates the mechanism used to compare versions to determine which is more current.,Indicates the mechanism used to compare versions to determine which is more current.,
"Information to help easily interpret the test report, will be printed as part of the Lab Test result.","Information to help easily interpret the test report, will be printed as part of the Lab Test result.",
Inpatient,Inpatient,
Inpatient Billables,Inpatient Billables,
Inpatient Consulting Charge is mandatory if you are setting Inpatient Consulting Charge Item,Inpatient Consulting Charge is mandatory if you are setting Inpatient Consulting Charge Item,
Inpatient Details,Inpatient詳細,
Inpatient Medication Entry,Inpatient Medication Entry,
Inpatient Medication Entry Detail,Inpatient Medication Entry詳細,
Inpatient Medication Order,Inpatient Medication Order,
Inpatient Medication Order Entry,Inpatient Medication Order Entry,
Inpatient Medication Orders,Inpatient Medication Orders,
Inpatient Medication Orders updated successfully,Inpatient Medication Orders updated successfully,
Inpatient Occupancy,Inpatient Occupancy,
Inpatient Record,入院記録,
Inpatient Record Item,Inpatient Record Item,
Inpatient Settings,Inpatient設定,
Inpatient Status,Inpatient Status,
Inpatient Visit Charge,Inpatient Visit Charge,
Inpatient Visit Charge Item,Inpatient Visit Charge Item,
Instance Order,Instance Order,
Instructions,Instructions,
Instructions to be printed on the worksheet,Instructions to be printed on the worksheet,
Insufficient Data,Insufficient Data,
Insufficient Stock,Insufficient Stock,
Insurance,Insurance,
Insurance Claim,Insurance Claim,
Insurance Claim Coverage,Insurance Claim Coverage,
Insurance Claim Credit Days,Insurance Claim Credit Days,
Insurance Claim Details,Insurance Claim詳細,
Insurance Claim already submitted for Insurance Coverages<br>{},Insurance Claim already submitted for Insurance Coverages<br>{},
Insurance Coverage,Insurance Coverage,
Insurance Coverage Posting Date,Insurance Coverage Posting Date,
Insurance Coverage not created!<br>Not supported as <b>Automate Appointment Invoicing</b> enabled,Insurance Coverage not created!<br>Not supported as <b>Automate Appointment Invoicing</b> enabled,
"Insurance Coverage {} - {}<br>Discount: {}%, Coverage: {}%","Insurance Coverage {} - {}<br>Discount: {}%, Coverage: {}%",
Insurance Details,Insurance詳細,
Insurance Eligibility Plan,Insurance Eligibility Plan,
Insurance Eligibility not found for Item {}.,Insurance Eligibility not found for Item {}.,
Insurance Payor,Insurance Payor,
Insurance Payor Contract,Insurance Payor Contract,
Insurance Payor Eligibility Plan,Insurance Payor Eligibility Plan,
Insurance Payor Name,Insurance Payor名,
Insurance Plan,Insurance Plan,
Insurance Policy,Insurance Policy,
Insurance Policy Details,Insurance Policy詳細,
Intent,Intent,
Intermediate,Intermediate,
Internal,内部,
Interpretation,Interpretation,
Interpretation Template,Interpretationテンプレート,
Interval,Interval,
Interval UOM,Interval UOM,
Intervention,Intervention,
Inv Site,Inv Site,
"Invalid Claim Amount, row #{}","無効なClaim Amount, row #{}",
Invalid Coverage / Discount percentage,無効なCoverage / Discount percentage,
"Invalid Coverage Percent {}, cannot submit Insurance Coverage as Approved","無効なCoverage Percent {}, cannot submit Insurance Coverage as Approved",
Invalid Healthcare Service Unit,無効なHealthcare Service Unit,
Invalid Insurance Policy,無効なInsurance Policy,
Invalid Number of Service Units,無効なNumber of Service Units,
Invalid Quantity,無効な数量,
"Invalid Service Template, Insurance Coverage can only be created for Templates marked <b>Is Billable</b>","無効なService Template, Insurance Coverage can only be created for Templates marked <b>Is Billable</b>",
"Invalid Service Template, Item is required to create Insurance Coverage","無効なService Template, Item is required to create Insurance Coverage",
Inventory Dimension,Inventory Dimension,
Investigations,Investigations,
"Investigations, Therapy & Procedures","Investigations, Therapy & Procedures",
Invite as User,Invite as User,
Invoice Consumables Separately,Invoice Consumables Separately,
Invoice Discount %,Invoice Discount %,
Invoice Discount Amount,Invoice Discount Amount,
Invoice Patient Registration,Invoice Patient Registration,
Invoice Separately as Consumables,Invoice Separately as Consumables,
Invoiced,請求済,
Invoiced Quantity and Invoiced Amount cannot be more than Claim Quantity {} and Claim Amount {},Invoiced Quantity and Invoiced Amount cannot be more than Claim Quantity {} and Claim Amount {},
Is Active,Is Active,
Is Billable,Is Billable,
Is Combination,Is Combination,
Is FHIR Defined,Is FHIR Defined,
Is Group,Is Group,
Is Inpatient,Is Inpatient,
Is OT,Is OT,
Is Order Completed,Is Order Completed,
Is Stock Item,Is Stock Item,
Italic,Italic,
Item,品目,
Item <b>{}</b> has been already used in <b><a href='/app/medication/{}'>Medication</a></b>,Item <b>{}</b> has been already used in <b><a href='/app/medication/{}'>Medication</a></b>,
Item Code,Item Code,
Item Code (Drug),Item Code (Drug),
Item Description,Item Description,
Item Details,品目詳細,
Item Eligibility overlaps with {eligibility},Item Eligibility overlaps with {eligibility},
Item Group,Item Group,
Item Insurance Eligibility,Item Insurance Eligibility,
Item Name,品目名,
Item Price for Item {} not found,Item Price for Item {}が見つかりません,
Item with Item Code {0} already exists,Item with Item Code {0}は既に存在します,
Item {0} is not active,Item {0} is not active,
Items,品目,
Join video conference with {0},Join video conference with {0},
Journal Entry,仕訳伝票,
Keyboard Shortcuts,キーボードショートカット,
LOINC,LOINC,
Lab Prescription,Lab Prescription,
Lab Routine,Lab Routine,
Lab Technician,Lab Technician,
Lab Technician Designation,Lab Technician Designation,
Lab Technician Name,Lab Technician名,
Lab Test,検査,
Lab Test Group Template,Lab Test Groupテンプレート,
Lab Test Item {0} already exist,Lab Test Item {0} already exist,
Lab Test Name,Lab Test名,
Lab Test Report,Lab Testレポート,
Lab Test Sample,Lab Test Sample,
Lab Test Template,Lab Testテンプレート,
Lab Test UOM,Lab Test UOM,
Lab Test is already created,Lab Test is already created,
Lab Test {0} already created from service request {1},Lab Test {0} already created from service request {1},
Lab Test(s) {0} created successfully,Lab Test(s) {0} created successfully,
Lab Tests,Lab Tests,
LabTest Approver,LabTest Approver,
Laboratory,Laboratory,
Laboratory SMS Alerts,Laboratory SMS Alerts,
Laboratory Settings,Laboratory設定,
Laboratory User,Laboratory User,
Last Name,最終名,
Left,左,
Letter Head,Letter Head,
Level,レベル,
Link Customer to Patient,Link Customer to Patient,
Link Existing Item,Link Existing Item,
Link existing Item,Link existing Item,
"Link the Google Calendar created and Authorized by the practitioner, all tele consultation appointments will be scheduled using this calendar","Link the Google Calendar created and Authorized by the practitioner, all tele consultation appointments will be scheduled using this calendar",
Linked Item,Linked Item,
Linked Item Details,Linked Item詳細,
Linked Items,Linked Items,
Linked Party (Customer),Linked Party (Customer),
Loading...,読み込み中...,
Location,場所,
Log out,ログアウト,
Long Interpretation,Long Interpretation,
Low Sensitivity,Low Sensitivity,
Make Payment,Make Payment,
Make Stock Entry,Make Stock Entry,
Male,男性,
Mandatory,必須,
Mandatory Results,Mandatory Results,
Manual,手動,
Manual approval required for Insurance Coverage {},Manual approval required for Insurance Coverage {},
Manufacturer,Manufacturer,
Marital Status,Marital Status,
Mark Approved,Mark Approved,
Mark Collected,Mark Collected,
Mark Draft,Mark Draft,
Mark Rejected,Mark Rejected,
Marking Collected...,Marking Collected...,
Married,Married,
Max number of visit,Max number of visit,
Maximum Appointments,Maximum Appointments,
Maximum Capacity:,Maximum Capacity:,
Maximum Number of Appointments (Nos),Maximum Number of Appointments (Nos),
Maximum Quantity Exceeded,Maximum Quantity Exceeded,
Maximum appointments cannot be more than {0} in row #{1},Maximum appointments cannot be more than {0} in row #{1},
Maximum billable quantity exceeded by {0},Maximum billable quantity exceeded by {0},
Medical Codes,Medical Codes,
Medical Coding,Medical Coding,
Medical Department,診療科,
Medical History,Medical History,
Medical Record,Medical Record,
Medical Value,Medical Value,
Medical history,Medical history,
Medication,薬剤,
Medication Class,Medication Class,
Medication Details,Medication詳細,
Medication Ingredient,Medication Ingredient,
Medication Item,Medication Item,
Medication Item wise Sales,Medication Item wise Sales,
Medication Linked Item,Medication Linked Item,
Medication Orders,Medication Orders,
Medication Request,Medication Request,
Medication Request Status,Medication Request Status,
Medication Request Status Codes.,Medication Request Status Codes.,
Medication Request(s) Created,Medication Request(s) Created,
Medication Requests,Medication Requests,
Medication Warehouse,Medication Warehouse,
Medication:,Medication:,
Medications,Medications,
Method,メソッド,
Method Value,Method Value,
Middle Name,Middle名,
Middle Name (Optional),Middle Name (Optional),
Middle Name (optional),Middle Name (optional),
Minimum Billable Quantity,Minimum Billable Quantity,
Missing Configuration,Missing Configuration,
Missing Insurance Policy,Missing Insurance Policy,
Missing Mandatory Fields,Missing Mandatory Fields,
Missing Required Fields,Missing Required Fields,
"Missing required details, did not create Inpatient Record","Missing required details, did not create Inpatient Record",
Mobile,モバイル,
Mobile No,Mobile No,
Mobile Number,Mobile Number,
Mode of Approval,Mode of Approval,
Mode of Payment,Mode of Payment,
Moderate Sensitivity,Moderate Sensitivity,
Monday,月曜日,
Month,月,
Month(s),Month(s),
Monthly,月次,
Months,ヶ月,
More Info,More Info,
More Information,詳細情報,
More info,More info,
Mother,Mother,
My Account,My Account,
Name of Insurance Plan,Name of Insurance Plan,
Naming,命名,
Naming Series,Naming Series,
Naming Series for Insurance Coverage Journal Entry,Naming Series for Insurance Coverage Journal Entry,
National Drug Code,National Drug Code,
Never,しない,
New ${frm.doc.task_doctype},新規${frm.doc.task_doctype},
New Clinical Note,新規Clinical Note,
New Medication,新規Medication,
New Medication Request,新規Medication Request,
New Observation,新規Observation,
New Service Request,新規Service Request,
New Service Unit Name,New Service Unit名,
Nightly generate billable from Inpatient Occupancy,Nightly generate billable from Inpatient Occupancy,
No,いいえ,
No Clinical Notes,No Clinical Notes,
No Data,No Data,
No Data...,No Data...,
No Drug Shortage,No Drug Shortage,
No Inpatient Record found against patient {0},No Inpatient Record found against patient {0},
No Insurance Claim Coverages in Approved status to create Payment Entry,No Insurance Claim Coverages in Approved status to create Payment Entry,
No Lab Tests created,No Lab Tests created,
No Lab Tests found for the Patient {0},No Lab Tests found for the Patient {0},
No Letterhead,No Letterhead,
No Medication Requests,No Medication Requests,
No Observations,No Observations,
No Prescribed Procedures found for the selected Patient,No Prescribed Procedures found for the selected Patient,
No Result,No Result,
No Service Requests,No Service Requests,
No Show,No Show,
No active Insurance Contract for Company {0} with Insurance Payor {1},No active Insurance Contract for Company {0} with Insurance Payor {1},
"No matching Patient Insurance Coverages found, please check the filters","No matching Patient Insurance Coverages found, please check the filters",
No more records..,No more records..,
No of Sessions,No of Sessions,
No pending medication orders found for selected criteria,No pending medication orders found for selected criteria,
No slots available for booking,No slots available for booking,
No valid contract found with the Insurance Payor {0},No valid contract found with the Insurance Payor {0},
No. of prints,No. of prints,
Non numeric result {0} is not allowed for Permitted Data Type {1},Non numeric result {0} is not allowed for Permitted Data Type {1},
Non numeric result {0} is not allowed for Permitted Type {1},Non numeric result {0} is not allowed for Permitted Type {1},
Normal,通常,
Normal Condition,Normal Condition,
Normal From,Normal From,
Normal Interpretation,Normal Interpretation,
Normal Long Interpretation,Normal Long Interpretation,
Normal Options,Normal Options,
Normal Range,Normal Range,
Normal Ratio,Normal Ratio,
Normal Test Result,Normal Test Result,
Normal Test Template,Normal Testテンプレート,
Normal To,Normal To,
Normal Toggle,Normal Toggle,
Normal Value,Normal Value,
Normal reference range for an adult is 16–20 breaths/minute (RCP 2012),Normal reference range for an adult is 16–20 breaths/minute (RCP 2012),
"Normal resting blood pressure in an adult is approximately 120 mmHg systolic, and 80 mmHg diastolic, abbreviated ""120/80 mmHg""","Normal resting blood pressure in an adult is approximately 120 mmHg systolic, and 80 mmHg diastolic, abbreviated ""120/80 mmHg""",
Not Active,Not Active,
Not Allowed,Not Allowed,
Not Allowed to 'Complete' Nursing Task without linking Task Document,Not Allowed to 'Complete' Nursing Task without linking Task Document,
Not Allowed to cancel Nursing Task with status 'Completed',Not Allowed to cancel Nursing Task with status 'Completed',
"Not Allowed to delete coverage after submission, please update the Coverage status instead","Not Allowed to delete coverage after submission, please update the Coverage status instead",
Not Available,Not Available,
Not Found,Not Found,
Not Started,Not Started,
Not Therapies Prescribed,Not Therapies Prescribed,
Not allowed to print this document.,Not allowed to print this document.,
"Not allowed, cannot overlap appointment {}","Not allowed, cannot overlap appointment {}",
"Not allowed, {} cannot exceed maximum capacity {}","Not allowed, {} cannot exceed maximum capacity {}",
Not permitted,Not permitted,
"Not permitted, configure Lab Test Template as required","Not permitted, configure Lab Test Template as required",
Not permitted. Please disable the Lab Test Template,Not permitted. Please disable the Lab Testテンプレート,
Not permitted. Please disable the Service Unit Type,Not permitted. Please disable the Service Unit種類,
Note,Note,
Notes,Notes,
Number,番号,
Number Of Repeats Allowed,Number Of Repeats Allowed,
Number of Patient Encounters in Valid Days,Number of Patient Encounters in Valid Days,
Number of Service Units,Number of Service Units,
Number of Service Units to be created should at least be 1,Number of Service Units to be created should at least be 1,
Number of prints required for labelling the samples,Number of prints required for labelling the samples,
Numeric,数値,
Nursing Checklist Template,Nursing Checklistテンプレート,
Nursing Checklist Template Task,Nursing Checklist Template Task,
Nursing Task,Nursing Task,
Nursing Task cannot be 'Draft' after submission,Nursing Task cannot be 'Draft' after submission,
Nursing Tasks,Nursing Tasks,
Nursing Tasks Created,Nursing Tasks Created,
Nursing User,Nursing User,
Nutrition Values,Nutrition Values,
O Negative,O Negative,
O Positive,O Positive,
OID,OID,
OP & IP,OP & IP,
OP Consulting Charge,OP Consulting Charge,
"OTP Generation Failed, Please try again later","OTP Generation Failed, Please try again later",
Obese,Obese,
Observation,Observation,
Observation Category,Observation Category,
Observation Category codes.,Observation Category codes.,
Observation Component,Observation Component,
Observation Method,Observation Method,
Observation Reference Range,Observation Reference Range,
Observation Sample Collection,Observation Sample Collection,
Observation Status,Observation Status,
Observation Template,Observationテンプレート,
Observation Template '{0}' cannot be added as a component of itself.,Observation Template '{0}' cannot be added as a component of itself.,
Observation idx,Observation idx,
ObservationCategory,ObservationCategory,
ObservationStatus,ObservationStatus,
"Observations generated by imaging. The scope includes observations regarding plain x-ray, ultrasound, CT, MRI, angiography, echocardiography, and nuclear medicine.","Observations generated by imaging. The scope includes observations regarding plain x-ray, ultrasound, CT, MRI, angiography, echocardiography, and nuclear medicine.",
"Observations generated by non-interventional treatment protocols (e.g. occupational, physical, radiation, nutritional and medication therapy)","Observations generated by non-interventional treatment protocols (e.g. occupational, physical, radiation, nutritional and medication therapy)",
"Observations generated by other procedures. This category includes observations resulting from interventional and non-interventional procedures excluding laboratory and imaging (e.g., cardiology catheterization, endoscopy, electrodiagnostics, etc.). Procedure results are typically generated by a clinician to provide more granular information about component observations made during a procedure. An example would be when a gastroenterologist reports the size of a polyp observed during a colonoscopy.","Observations generated by other procedures. This category includes observations resulting from interventional and non-interventional procedures excluding laboratory and imaging (e.g., cardiology catheterization, endoscopy, electrodiagnostics, etc.). Procedure results are typically generated by a clinician to provide more granular information about component observations made during a procedure. An example would be when a gastroenterologist reports the size of a polyp observed during a colonoscopy.",
Observations generated by physical exam findings including direct observations made by a clinician and use of simple instruments and the result of simple maneuvers performed directly on the patient's body.,Observations generated by physical exam findings including direct observations made by a clinician and use of simple instruments and the result of simple maneuvers performed directly on the patient's body.,
"Observations that measure or record any bodily activity that enhances or maintains physical fitness and overall health and wellness. Not under direct supervision of practitioner such as a physical therapist. (e.g., laps swum, steps, sleep data)","Observations that measure or record any bodily activity that enhances or maintains physical fitness and overall health and wellness. Not under direct supervision of practitioner such as a physical therapist. (e.g., laps swum, steps, sleep data)",
"Observations that measure or record any bodily activity that enhances or maintains physical fitness and overall health and wellness. Not under direct supervision of practitioner such as a physical therapist. (e.g., laps swum, steps, sleep data.)","Observations that measure or record any bodily activity that enhances or maintains physical fitness and overall health and wellness. Not under direct supervision of practitioner such as a physical therapist. (e.g., laps swum, steps, sleep data.)",
Occupancy Status,Occupancy Status,
Occupation,Occupation,
Occupational Hazards and Environmental Factors,Occupational Hazards and Environmental Factors,
Occupational hazards,Occupational hazards,
Occupied,Occupied,
Occurrence As Needed,Occurrence As Needed,
Occurrence Date,Occurrence Date,
Occurrence Time,Occurrence Time,
Official URL,Official URL,
Old Parent,Old Parent,
On Hold,On Hold,
One Sided,One Sided,
Only Insurance Coverages in Status <b>Approved</b> or <b>Rejected</b> can be submitted,Only Insurance Coverages in Status <b>Approved</b> or <b>Rejected</b> can be submitted,
"Only applicable to status codes, all status codes are mapped to one of the codes defined as part of Resource Status (The master set of status codes used throughout FHIR)","Only applicable to status codes, all status codes are mapped to one of the codes defined as part of Resource Status (The master set of status codes used throughout FHIR)",
Open,未処理,
Open Item {0},Open Item {0},
Open Medication {0},Open Medication {0},
Option,Option,
"Optional, if you want to manage stock separately for this Service Unit","Optional, if you want to manage stock separately for this Service Unit",
"Optional, set this <i>only</i> if you want to restrict this coverage to Patients subscribed to an Insurance Plan (Insurance Policy for the Patient should have the Coverage Plan selected).","Optional, set this <i>only</i> if you want to restrict this coverage to Patients subscribed to an Insurance Plan (Insurance Policy for the Patient should have the Coverage Plan selected).",
Options,オプション,
Order,注文,
Order Admission,Order Admission,
Order Date,Order Date,
Order Description,Order Description,
Order Details,注文詳細,
Order Discharge,Order Discharge,
Order Group,Order Group,
Order Group (Encounter),Order Group (Encounter),
Order Group Reference,Order Group Reference,
Order Group Type,Order Group種類,
Order ID,Order ID,
Order Item Code,Order Item Code,
Order Name:,Order Name:,
Order Reference DocType,Order Reference DocType,
Order Reference Name,Order Reference名,
Order Source,Order Source,
Order Specifications,Order Specifications,
Order Template,注文テンプレート,
Order Template Type,Order Template種類,
Order Template Type and Order Template are mandatory to create Service Request,Order Template Type and Order Template are mandatory to create Service Request,
Order Time,Order Time,
Order Type:,Order Type:,
Ordered by Practitioner,Ordered by Practitioner,
Ordered by Practitioner Name,Ordered by Practitioner名,
Orders,注文,
Orders Created from Treatment Counselling,Orders Created from Treatment Counselling,
Orders Html,Orders Html,
Organism,Organism,
Organism Test Item,Organism Test Item,
Organism Test Result,Organism Test Result,
Original Order,Original Order,
Other,その他,
Other Details,その他詳細,
Other Risk Factors,Other Risk Factors,
Other risk factors,Other risk factors,
Out Patient Consulting Charge,Out Patient Consulting Charge,
Out Patient Consulting Charge Item,Out Patient Consulting Charge Item,
Out Patient SMS Alerts,Out Patient SMS Alerts,
Out Patient SMS alerts,Out Patient SMS alerts,
Outpatient Consulting Charge is mandatory if you are setting Outpatient Consulting Charge Item,Outpatient Consulting Charge is mandatory if you are setting Outpatient Consulting Charge Item,
Outpatient Settings,Outpatient設定,
Outstanding,未回収,
Outstanding Amount,Outstanding Amount,
Overrides the Default Price List in Insurance Payor Contract,Overrides the Default Price List in Insurance Payor Contract,
Overweight,Overweight,
PAYOR-CONT-.YYYY.-,PAYOR-CONT-.YYYY.-,
Page not found,ページが見つかりません,
Paid,支払済,
Paid Amount,Paid Amount,
Parameter,Parameter,
Parameters,Parameters,
Parent Observation,Parent Observation,
Parent Service Unit,Parent Service Unit,
Partially Approved,Partially Approved,
Particulars,Particulars,
Partly Collected,Partly Collected,
Partly Invoiced,Partly Invoiced,
Party (Customer),Party (Customer),
Passive,Passive,
Patient,患者,
Patient <b>{0}</b> is not linked to a Customer,Patient <b>{0}</b> is not linked to a Customer,
Patient <b>{0}</b> is not linked to a Customer <b><a href='/app/Form/Patient/{1}'>{1}</a></b>,Patient <b>{0}</b> is not linked to a Customer <b><a href='/app/Form/Patient/{1}'>{1}</a></b>,
Patient Age,Patient Age,
Patient Age From,Patient Age From,
Patient Age From cannot be less than 0,Patient Age From cannot be less than 0,
Patient Age To,Patient Age To,
Patient Age To cannot be less than 0,Patient Age To cannot be less than 0,
Patient Age To cannot be less than Patient Age From,Patient Age To cannot be less than Patient Age From,
Patient Appointment,患者予約,
Patient Appointment Analytics,Patient Appointment Analytics,
Patient Appointment is already created,Patient Appointment is already created,
Patient Assessment,Patient Assessment,
Patient Assessment Detail,Patient Assessment詳細,
Patient Assessment Parameter,Patient Assessment Parameter,
Patient Assessment Sheet,Patient Assessment Sheet,
Patient Assessment Template,Patient Assessmentテンプレート,
Patient Care Type,Patient Care種類,
Patient Consent Template,Patient Consentテンプレート,
Patient Consent To Use Aadhaar For ABHA Creation,Patient Consent To Use Aadhaar For ABHA Creation,
Patient Consent is required for ABHA creation,Patient Consent is required for ABHA creation,
Patient Demographics,Patient Demographics,
Patient Details,Patient詳細,
Patient Encounter,Patient Encounter,
Patient Encounter Diagnosis,Patient Encounter Diagnosis,
Patient Encounter Symptom,Patient Encounter Symptom,
Patient Gender,Patient Gender,
Patient History,Patient History,
Patient History Custom Document Type,Patient History Custom Document種類,
Patient History Settings,Patient History設定,
Patient History Standard Document Type,Patient History Standard Document種類,
Patient Instructions,Patient Instructions,
Patient Insurance Coverage,Patient Insurance Coverage,
Patient Insurance Coverage Details,Patient Insurance Coverage詳細,
Patient Insurance Policy,Patient Insurance Policy,
Patient Insurance Policy is required to create Insurance Coverage,Patient Insurance Policy is required to create Insurance Coverage,
Patient Insurance Policy {} is not valid as on {},Patient Insurance Policy {} is not valid as on {},
Patient Medical Record,Patient Medical Record,
Patient Medical Record can only be created for submittable document types.,Patient Medical Record can only be created for submittable document types.,
Patient Name,Patient名,
Patient Name By,Patient Name By,
Patient Payable,Patient Payable,
Patient Portal,Patient Portal,
Patient Profile,Patient Profile,
Patient Progress,Patient Progress,
Patient Registration,Patient Registration,
Patient Relation,Patient Relation,
Patient already exist,Patient already exist,
Patient already has an appointment booked for the same day!,Patient already has an appointment booked for the same day!,
Patient already has an appointment {} booked for {} on {},Patient already has an appointment {} booked for {} on {},
Patient and Policy Details,Patient and Policy詳細,
Patient has fee validity till,Patient has fee validity till,
Patient has no fee validity,Patient has no fee validity,
Patient not found,Patientが見つかりません,
Patient referral requests created successfully,Patient referral requests created successfully,
Patient {0} already has an Insurance Policy {1} with the same Policy Number {2},Patient {0} already has an Insurance Policy {1} with the same Policy Number {2},
Patient {0} already has an active insurance policy {1} with the coverage plan {2} for this period,Patient {0} already has an active insurance policy {1} with the coverage plan {2} for this period,
Patient {0} is not admitted in the service unit {1},Patient {0} is not admitted in the service unit {1},
Payment Account,Payment Account,
Payment Details,支払い詳細,
Payment Entry,入出金伝票,
Payment Entry against Insurance Coverages {} via Insurance Claim {},Payment Entry against Insurance Coverages {} via Insurance Claim {},
Payment Gateway,Payment Gateway,
Payment ID,Payment ID,
Payment Required,Payment Required,
Payment Settings,支払い設定,
Payment for Doctype,Payment for Doctype,
Payment for Document,Payment for Document,
Payments,支払い,
Payments app is not installed,Payments app is not installed,
Pending,保留中,
Pending Review,Pending Review,
"Perform the service only if there is a need. For example ""pain"", ""on flare-up"", etc.","Perform the service only if there is a need. For example ""pain"", ""on flare-up"", etc.",
Period,期間,
Period:,Period:,
Permitted Data Type,Permitted Data種類,
Permitted Unit,Permitted Unit,
Personal and Social History,Personal and Social History,
Phone,電話番号,
Phone (Office),Phone (Office),
Phone (R),Phone (R),
Physical Examination,Physical Examination,
Physician,Physician,
Plan,プラン,
Plan Conditions,Plan Conditions,
Plan Name,プラン名,
Planned Sessions,Planned Sessions,
Planned vs Actual Therapy Session,Planned vs Actual Therapy Session,
Please Configure Clinical Procedure Consumable Item in {0},Please Configure Clinical Procedure Consumable Item in {0},
Please complete linked Nursing Tasks before submission: {},Please complete linked Nursing Tasks before submission: {},
Please enable Allow Negative Stock in Stock Settings or create Stock Entry to proceed.,Please enable Allow Negative Stock in Stock Settings or create Stock Entry to proceed.,
Please enable pop-ups,Please enable pop-ups,
Please enter Item Code to get Batch Number,Item Code to get Batch Numberを入力してください,
Please enter result for all components to Approve.,result for all components to Approveを入力してください,
Please enter result to Approve.,result to Approveを入力してください,
Please enter {},{}を入力してください,
Please first select the rows you want to update,Please first select the rows you want to update,
Please save the patient first,Please save the patient first,
Please select Drug,Drugを選択してください,
Please select Healthcare Service,Healthcare Serviceを選択してください,
Please select Patient,Patientを選択してください,
Please select Patient first,Patient firstを選択してください,
Please select Patient to get Lab Tests,Patient to get Lab Testsを選択してください,
Please select Patient to get prescribed procedure,Patient to get prescribed procedureを選択してください,
Please select a Medication,a Medicationを選択してください,
Please select a Patient Encounter to get from,a Patient Encounter to get fromを選択してください,
Please select a Patient first,a Patient firstを選択してください,
Please select a Patient to be invoiced,a Patient to be invoicedを選択してください,
Please select a patient first,a patient firstを選択してください,
Please select a service request.,a service requestを選択してください,
Please select a valid Date,a valid Dateを選択してください,
